144.9684601,-37.8093992
144.9644586,-37.81057397
144.9595225,-37.812012
144.9720205,-37.8104886
144.969261,-37.81130257
144.9659134,-37.81238107
144.9718325,-37.81287175
144.970334,-37.81320459
144.966216,-37.81441596
144.9742628,-37.81440801
144.9704145,-37.81541733
144.9684579,-37.81600379
144.9573096,-37.81943208
144.9724816,-37.81583183
144.9629433,-37.81417226
144.9627,-37.81285263
144.960121,-37.81943024
144.9566711,-37.81271225
144.9572072,-37.82001013
144.9539921,-37.81301919
144.9746242,-37.81520878
144.9578926,-37.81926331
144.9566248,-37.82018129
144.9566248,-37.82018129
144.95993,-37.80536458
144.9664352,-37.79589256
144.9662224,-37.7951131
144.9686437,-37.79849616
144.9687477,-37.80674632
144.9693872,-37.80298969
144.9705642,-37.79615588
144.974203,-37.79544887
144.9744343,-37.79547618
144.9705909,-37.79798083
144.9718593,-37.79867224
144.9741682,-37.80110759
144.9693412,-37.79650969
144.9668059,-37.79373456
144.9713275,-37.79651311
144.9587338,-37.79971261
144.9558251,-37.80387937
144.9544534,-37.80372497
144.9553559,-37.80567358
144.9484089,-37.80431891
144.9475966,-37.80480604
144.9473488,-37.80294332
144.9444282,-37.80261582
144.9426036,-37.80242061
144.9422634,-37.80238052
144.9461682,-37.80179549
144.952754,-37.80141555
144.9557267,-37.80058935
144.9461747,-37.79996039
144.9430417,-37.79898511
144.9461188,-37.79829627
144.9433244,-37.79611124
144.9425505,-37.79630911
144.9415027,-37.79563295
144.942766,-37.79448623
144.9319419,-37.79455634
144.9394444,-37.79680563
144.9411481,-37.79766613
144.9373004,-37.79944463
144.9382873,-37.79726537
144.9369704,-37.79703315
144.9386686,-37.79704215
144.9414546,-37.79590387
144.9415525,-37.79762548
144.9421145,-37.80517729
144.9421145,-37.80517729
144.9453237,-37.80581
144.9451188,-37.80578721
144.9480833,-37.80583374
144.9452109,-37.80616465
144.9521394,-37.80777598
144.9429857,-37.8067446
144.9442462,-37.80787733
144.9442462,-37.80787733
144.9459359,-37.8078276
144.9444954,-37.80636813
144.9444954,-37.80636813
144.9456672,-37.8084999
144.9448497,-37.80925763
144.9491548,-37.80922896
144.9555844,-37.79970468
144.9689669,-37.80744917
144.9588281,-37.80877412
144.9308443,-37.80171637
144.9280018,-37.79488526
144.9300635,-37.79452445
144.9300635,-37.79452445
144.9304782,-37.79783239
144.9282906,-37.79699408
144.928765,-37.79596009
144.9266327,-37.79368213
144.9266327,-37.79368213
144.9240911,-37.79329495
144.9264857,-37.79300463
144.9192183,-37.79366773
144.9192183,-37.79366773
144.9199102,-37.79128259
144.9188763,-37.79510711
144.9188763,-37.79510711
144.9232815,-37.79654913
144.9885597,-37.81322875
144.9881884,-37.81336917
144.9833152,-37.81282742
144.9809798,-37.81846094
144.9816874,-37.81853674
144.9800323,-37.8169383
144.9811333,-37.81757883
144.9709494,-37.8261962
144.9709494,-37.8261962
144.9703721,-37.8295539
144.9692464,-37.82615674
144.9724419,-37.82677583
144.9854332,-37.83505059
144.9835265,-37.83785694
144.9796891,-37.83508279
144.9785804,-37.83579429
144.9785804,-37.83579429
144.9877256,-37.83083725
144.9845221,-37.83061542
144.9845221,-37.83061542
144.9531702,-37.79694463
144.953231,-37.79630491
144.9572886,-37.79559393
144.9525561,-37.79562669
144.9525561,-37.79562669
144.9540165,-37.79499186
144.9538545,-37.79460542
144.9557109,-37.79409836
144.9574846,-37.79437272
144.9566613,-37.79350408
144.9566613,-37.79350408
144.9566273,-37.79288127
144.9576256,-37.78143257
144.9575411,-37.78170272
144.9584024,-37.77984099
144.9790854,-37.81683586
144.9445864,-37.81508429
144.9611038,-37.7915854
144.9571755,-37.79689504
144.946093,-37.80810562
144.9458241,-37.80194163
144.9845599,-37.8304342
144.9819095,-37.83657629
144.980112,-37.83628789
144.980112,-37.83628789
144.9712119,-37.79437427
144.9453242,-37.81953952
144.9453242,-37.81953952
144.950151,-37.82228009
144.9394063,-37.77836397
144.932528,-37.79108948
144.931832,-37.79423386
144.9301766,-37.79402303
144.9333566,-37.79038887
144.9333566,-37.79038887
144.9299724,-37.78975375
144.9306875,-37.79266733
144.9306875,-37.79266733
144.9265986,-37.79066494
144.9343823,-37.79022799
144.9343823,-37.79022799
144.9286902,-37.7906442
144.9454594,-37.82005529
144.9315035,-37.79079695
144.9313303,-37.7929526
144.9313303,-37.7929526
144.9339995,-37.7915349
144.9356367,-37.79036192
144.935392,-37.79167834
144.935301,-37.7921589
144.9350749,-37.79334878
144.9350749,-37.79334878
144.9404877,-37.79453447
144.9355295,-37.81579159
144.9355295,-37.81579159
